step,loss,lr,elapsed_s
11820,0.012604,3.749e-05,521.6
11840,0.014101,3.733e-05,522.4
11860,0.012587,3.718e-05,523.2
11880,0.011662,3.702e-05,524.0
11900,0.013047,3.686e-05,524.9
11920,0.013961,3.671e-05,525.7
11940,0.015888,3.655e-05,526.5
11960,0.013015,3.640e-05,527.3
11980,0.013936,3.624e-05,528.2
12000,0.015082,3.609e-05,529.0
12020,0.013649,3.593e-05,530.2
12040,0.011669,3.578e-05,531.0
12060,0.011749,3.563e-05,531.8
12080,0.011453,3.547e-05,532.6
12100,0.012736,3.532e-05,533.4
12120,0.011876,3.516e-05,534.3
12140,0.012378,3.501e-05,535.1
12160,0.012177,3.486e-05,535.9
12180,0.013490,3.470e-05,536.7
12200,0.014390,3.455e-05,537.5
12220,0.013159,3.440e-05,538.4
12240,0.013508,3.424e-05,539.3
12260,0.013144,3.409e-05,540.1
12280,0.013035,3.394e-05,541.0
12300,0.012097,3.379e-05,541.8
12320,0.011968,3.363e-05,542.6
12340,0.016363,3.348e-05,543.5
12360,0.012853,3.333e-05,544.3
12380,0.011692,3.318e-05,545.1
12400,0.012872,3.303e-05,545.9
12420,0.011602,3.287e-05,546.8
12440,0.012173,3.272e-05,547.6
12460,0.011797,3.257e-05,548.4
12480,0.011949,3.242e-05,549.2
12500,0.012941,3.227e-05,550.1
12520,0.012364,3.212e-05,551.3
12540,0.010516,3.197e-05,552.1
12560,0.011658,3.182e-05,552.9
12580,0.013513,3.167e-05,553.7
12600,0.012907,3.152e-05,554.6
12620,0.011913,3.137e-05,555.4
12640,0.016655,3.122e-05,556.2
12660,0.013067,3.107e-05,557.0
12680,0.011390,3.092e-05,557.8
12700,0.012649,3.077e-05,558.7
12720,0.011743,3.062e-05,559.5
12740,0.013062,3.048e-05,560.3
12760,0.011202,3.033e-05,561.1
12780,0.010300,3.018e-05,562.0
12800,0.010810,3.003e-05,562.8
12820,0.010688,2.988e-05,563.6
12840,0.012889,2.974e-05,564.4
12860,0.010807,2.959e-05,565.3
12880,0.012981,2.944e-05,566.1
12900,0.010717,2.930e-05,566.9
12920,0.011615,2.915e-05,567.7
12940,0.011993,2.900e-05,568.6
12960,0.011147,2.886e-05,569.4
12980,0.011363,2.871e-05,570.2
13000,0.009920,2.857e-05,571.0
13020,0.010151,2.842e-05,572.2
13040,0.012345,2.827e-05,573.0
13060,0.010494,2.813e-05,573.8
13080,0.013126,2.798e-05,574.6
13100,0.012563,2.784e-05,575.5
13120,0.013601,2.770e-05,576.3
13140,0.012005,2.755e-05,577.1
13160,0.010434,2.741e-05,577.9
13180,0.011207,2.726e-05,578.7
13200,0.009645,2.712e-05,579.5
13220,0.012698,2.698e-05,580.3
13240,0.011533,2.684e-05,581.1
13260,0.010312,2.669e-05,582.0
13280,0.010403,2.655e-05,582.8
13300,0.010933,2.641e-05,583.6
13320,0.010365,2.627e-05,584.4
13340,0.010577,2.612e-05,585.2
13360,0.011739,2.598e-05,586.0
13380,0.012475,2.584e-05,586.8
13400,0.011958,2.570e-05,587.7
13420,0.012422,2.556e-05,588.5
13440,0.012677,2.542e-05,589.3
13460,0.010229,2.528e-05,590.1
13480,0.011100,2.514e-05,590.9
13500,0.012477,2.500e-05,591.8
13520,0.012224,2.486e-05,593.1
13540,0.010943,2.472e-05,593.9
13560,0.011169,2.458e-05,594.8
13580,0.011259,2.444e-05,595.7
13600,0.011140,2.431e-05,596.6
13620,0.010470,2.417e-05,597.7
13640,0.010755,2.403e-05,598.5
13660,0.009477,2.389e-05,599.5
13680,0.009715,2.375e-05,600.4
13700,0.010777,2.362e-05,601.2
13720,0.011108,2.348e-05,602.1
13740,0.010688,2.334e-05,602.9
13760,0.011462,2.321e-05,603.7
13780,0.010177,2.307e-05,604.8
13800,0.010620,2.294e-05,605.6
13820,0.009953,2.280e-05,606.4
13840,0.009862,2.267e-05,607.3
13860,0.011076,2.253e-05,608.1
13880,0.011936,2.240e-05,608.9
13900,0.011254,2.226e-05,609.7
13920,0.011633,2.213e-05,610.5
13940,0.012889,2.200e-05,611.4
13960,0.009429,2.186e-05,612.2
13980,0.011891,2.173e-05,613.1
14000,0.010532,2.160e-05,613.9
14020,0.012292,2.146e-05,615.1
